feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,targetfeature
45,RL,55,10594,Pave,Reg,Lvl,AllPub,Gtl,5,5,1926,0,TA,TA,0,768,768,Fa,N,789,0,0,1,0,2,1,TA,5,Typ,0,NA,1926,1,200,Y,0,0,112,0,0,0,0,6,2007,NA,MnPrv,NA,96500
20,RL,94,12220,Pave,Reg,Lvl,AllPub,Gtl,10,5,2009,305,Ex,TA,1436,570,2006,Ex,Y,2020,1,0,2,1,3,1,Ex,9,Typ,1,Gd,2009,3,900,Y,156,54,0,0,0,0,0,9,2009,NA,NA,NA,402861
80,RL,NA,10448,Pave,IR1,Lvl,AllPub,Gtl,6,6,1972,333,TA,TA,0,689,689,TA,Y,2119,0,0,2,1,3,1,TA,7,Typ,1,TA,1972,2,583,Y,0,104,0,0,0,0,0,8,2009,NA,GdPrv,NA,158000
60,RL,79,10208,Pave,IR1,Lvl,AllPub,Gtl,7,5,1996,921,Gd,TA,0,1264,1264,Ex,Y,2344,0,0,2,1,3,1,Gd,7,Typ,1,TA,1996,3,889,Y,220,0,0,0,0,0,0,7,2009,NA,NA,NA,265000
60,RL,NA,9531,Pave,IR1,Lvl,AllPub,Gtl,6,5,1998,0,TA,TA,706,88,794,Ex,Y,1796,1,0,2,1,3,1,TA,7,Typ,0,NA,1998,2,546,Y,0,36,0,0,0,0,0,5,2007,NA,MnPrv,NA,211000
70,RL,53,10918,Pave,Reg,Lvl,AllPub,Gtl,7,9,1926,0,Gd,TA,0,1276,1276,Ex,Y,2080,0,0,1,1,3,1,Gd,9,Typ,2,Gd,1926,1,282,Y,0,0,0,0,145,0,0,6,2009,NA,MnPrv,NA,234000
190,RL,60,10800,Pave,Reg,Lvl,AllPub,Gtl,4,7,1900,0,TA,TA,0,0,0,TA,N,1294,0,0,2,0,3,2,TA,7,Typ,0,NA,NA,0,0,N,220,114,210,0,0,0,0,8,2008,NA,NA,NA,106250
20,RL,90,11988,Pave,IR1,Lvl,AllPub,Gtl,6,6,1957,0,TA,TA,777,467,1244,Ex,Y,1244,0,0,1,1,3,1,TA,6,Typ,2,Gd,1957,1,336,Y,0,40,0,0,0,0,0,5,2007,NA,NA,NA,150000
50,RM,50,5000,Pave,Reg,Lvl,AllPub,Gtl,6,7,1947,0,TA,Gd,399,605,1004,Ex,Y,1664,0,0,2,0,3,1,TA,7,Typ,2,Gd,1950,2,420,Y,0,24,36,0,0,0,0,10,2006,NA,NA,NA,159000
60,RL,130,40094,Pave,IR1,Bnk,AllPub,Gtl,10,5,2007,762,Ex,TA,2260,878,3138,Ex,Y,4676,1,0,3,1,3,1,Ex,11,Typ,1,Gd,2007,3,884,Y,208,406,0,0,0,0,0,10,2007,NA,NA,NA,184750
60,RL,95,11787,Pave,IR1,Lvl,AllPub,Gtl,7,5,1996,594,Gd,TA,719,660,1379,Ex,Y,2398,1,0,2,1,3,1,Gd,8,Typ,1,TA,1996,3,834,Y,239,60,0,0,0,0,0,8,2007,NA,NA,NA,315750
20,FV,62,7500,Pave,Reg,Lvl,AllPub,Gtl,7,5,2005,0,Gd,TA,0,1257,1257,Ex,Y,1266,0,0,2,0,3,1,Gd,6,Typ,1,TA,2005,2,453,Y,38,144,0,0,0,0,0,4,2006,NA,NA,NA,176000
20,RL,70,13300,Pave,Reg,Lvl,AllPub,Gtl,5,7,1956,0,TA,TA,377,551,928,TA,Y,928,0,0,1,0,2,1,TA,4,Typ,0,NA,1956,1,252,Y,261,0,156,0,0,0,0,6,2007,NA,NA,NA,132000
60,RL,67,14948,Pave,IR1,Lvl,AllPub,Gtl,9,5,2008,268,Ex,TA,1330,122,1452,Ex,Y,2713,1,0,2,1,3,1,Ex,11,Typ,1,Gd,2008,3,858,Y,126,66,0,0,0,0,0,11,2008,NA,NA,NA,446261
30,RL,58,9098,Pave,IR1,Lvl,AllPub,Gtl,4,7,1920,0,TA,TA,348,180,528,Ex,Y,605,1,0,1,0,2,1,TA,5,Typ,0,NA,NA,0,0,N,0,0,144,0,0,0,0,7,2007,NA,NA,NA,86000
20,RL,NA,32668,Pave,IR1,Lvl,AllPub,Gtl,6,3,1957,NA,Gd,TA,1219,816,2035,TA,Y,2515,1,0,3,0,4,2,TA,9,Maj1,2,TA,1975,2,484,Y,0,0,200,0,0,0,0,3,2007,NA,NA,NA,200624
80,RL,85,10200,Pave,Reg,Lvl,AllPub,Gtl,6,5,1988,219,Gd,TA,783,678,1461,Ex,Y,1509,1,0,2,0,3,1,Gd,5,Typ,1,Fa,1988,2,600,Y,224,0,0,0,0,0,0,8,2008,NA,NA,NA,175000
70,RM,60,6155,Pave,IR1,Lvl,AllPub,Gtl,6,8,1920,0,TA,TA,0,611,611,Ex,Y,1362,0,0,2,0,3,1,TA,6,Typ,0,NA,1920,2,502,Y,0,0,84,0,0,0,0,6,2008,NA,NA,NA,128000
20,RL,60,7200,Pave,Reg,Lvl,AllPub,Gtl,5,7,1955,0,TA,TA,0,0,0,Ex,Y,827,0,0,1,0,2,1,TA,5,Mod,1,Po,1967,1,392,Y,0,0,0,0,0,0,0,4,2010,NA,NA,NA,107500
20,RL,50,5000,Pave,Reg,Low,AllPub,Mod,1,3,1946,0,Fa,Fa,0,0,0,Fa,N,334,0,0,1,0,1,1,Fa,2,Typ,0,NA,NA,0,0,N,0,0,0,0,0,0,0,1,2007,NA,NA,NA,39300
60,RL,74,9056,Pave,IR1,Lvl,AllPub,Gtl,8,5,2004,0,Gd,TA,0,707,707,Ex,Y,1414,0,0,2,1,3,1,Gd,6,Typ,1,Gd,2004,2,403,Y,100,35,0,0,0,0,0,10,2006,NA,NA,NA,178000
190,RL,70,7000,Pave,Reg,Lvl,AllPub,Gtl,5,7,1910,0,TA,TA,969,148,1117,TA,Y,1347,1,0,1,0,3,1,TA,5,Typ,0,NA,NA,0,0,N,85,0,148,0,0,0,0,1,2008,NA,NA,NA,107500
60,RL,57,8924,Pave,IR1,Lvl,AllPub,Gtl,7,5,1998,0,TA,TA,0,880,880,Ex,Y,1724,0,0,2,1,3,1,Gd,8,Typ,0,NA,1998,2,527,Y,120,155,0,0,0,0,0,7,2008,NA,NA,NA,188000
20,RL,NA,12735,Pave,IR1,Lvl,AllPub,Gtl,4,5,1972,0,TA,TA,600,264,864,TA,Y,864,0,0,1,0,3,1,TA,5,Typ,0,NA,1980,2,576,Y,216,0,0,0,0,0,0,4,2008,NA,MnWw,NA,111250
20,RL,NA,11553,Pave,IR1,Lvl,AllPub,Gtl,5,5,1968,188,TA,TA,673,378,1051,TA,Y,1159,0,0,1,1,3,1,TA,7,Typ,1,Fa,1968,1,336,Y,466,0,0,0,0,0,0,7,2006,NA,NA,NA,158000
20,RL,NA,11423,Pave,Reg,Lvl,AllPub,Gtl,8,5,2001,479,Gd,TA,1358,223,1581,Ex,Y,1601,1,0,2,0,3,1,Gd,6,Typ,1,TA,2001,2,670,Y,180,0,0,0,0,0,2000,5,2010,NA,MnPrv,Shed,272000
20,RL,85,14601,Pave,Reg,Lvl,AllPub,Gtl,9,5,2006,584,Ex,TA,1260,578,1838,Ex,Y,1838,1,0,2,0,2,1,Ex,8,Typ,1,Gd,2006,3,765,Y,270,68,0,0,0,0,0,3,2009,NA,NA,NA,315000
60,RL,NA,11000,Pave,Reg,Lvl,AllPub,Gtl,8,5,2000,72,Gd,TA,0,969,969,Ex,Y,2285,0,0,2,1,4,1,Gd,8,Typ,1,TA,2000,3,648,Y,0,56,0,0,0,0,0,6,2007,NA,NA,NA,248000
20,RL,78,10140,Pave,Reg,Lvl,AllPub,Gtl,7,5,1998,0,Gd,TA,144,379,1650,Ex,Y,1680,1,0,2,0,3,1,Gd,7,Maj1,1,TA,1998,2,583,Y,78,73,0,0,0,0,0,6,2009,NA,NA,NA,213250
120,RH,34,4058,Pave,Reg,Lvl,AllPub,Gtl,7,5,1998,182,TA,TA,584,0,723,Ex,Y,767,1,0,1,0,1,1,TA,4,Typ,0,NA,1998,1,367,Y,120,40,0,0,0,0,0,6,2007,NA,NA,NA,133000
60,RL,58,17104,Pave,IR1,Lvl,AllPub,Gtl,7,5,2006,0,Gd,TA,554,100,654,Ex,Y,1496,1,0,2,1,3,1,Gd,7,Typ,1,Gd,2006,2,426,Y,100,24,0,0,0,0,0,9,2006,NA,NA,NA,179665
50,RL,NA,13837,Pave,IR1,Lvl,AllPub,Gtl,7,5,1988,178,Gd,Gd,1002,0,1204,Gd,Y,2183,0,0,2,1,4,1,Gd,9,Typ,0,NA,1988,3,786,Y,0,0,0,0,0,0,0,2,2006,NA,NA,NA,229000
50,RL,70,8737,Pave,IR1,Bnk,AllPub,Gtl,6,7,1923,0,TA,TA,300,765,1065,Ex,Y,1635,0,0,1,1,3,1,TA,6,Typ,1,Gd,1950,2,440,Y,0,38,0,144,0,0,0,5,2007,NA,NA,NA,210000
85,RL,54,7244,Pave,Reg,Lvl,AllPub,Gtl,5,7,1970,0,TA,Gd,619,149,768,Ex,Y,768,1,0,1,0,2,1,TA,5,Typ,0,NA,1987,2,624,Y,104,0,0,0,0,0,0,4,2007,NA,NA,NA,129500
20,RM,49,8235,Pave,IR1,HLS,AllPub,Gtl,5,7,1955,0,TA,Gd,180,0,825,TA,Y,825,1,0,1,0,2,1,TA,4,Typ,0,NA,1963,2,720,Y,140,50,0,0,0,0,0,6,2008,NA,MnPrv,NA,125000
60,FV,75,9375,Pave,Reg,Lvl,AllPub,Gtl,7,5,2003,0,Gd,TA,0,912,912,Ex,Y,2094,0,0,2,1,4,1,Gd,8,Typ,1,Gd,2003,2,615,Y,182,182,0,0,0,0,0,11,2009,NA,NA,NA,263000
120,RL,53,4043,Pave,Reg,Lvl,AllPub,Gtl,6,6,1977,0,TA,TA,559,510,1069,TA,Y,1069,0,0,2,0,2,1,TA,4,Typ,0,NA,1977,2,440,Y,0,55,0,0,200,0,0,10,2008,NA,NA,NA,140000
20,RM,50,6000,Pave,Reg,Lvl,AllPub,Gtl,5,6,1957,0,TA,TA,308,620,928,Gd,Y,928,0,0,1,0,3,1,TA,5,Typ,0,NA,1957,1,288,Y,0,0,0,0,0,0,0,6,2008,NA,NA,NA,112500
20,RL,87,11146,Pave,IR1,Lvl,AllPub,Gtl,8,5,2006,250,Gd,TA,0,1709,1709,Ex,Y,1717,0,0,2,0,3,1,Gd,7,Typ,1,Gd,2006,3,908,Y,169,39,0,0,0,0,0,7,2009,NA,NA,NA,255500
20,RL,67,8777,Pave,Reg,Lvl,AllPub,Gtl,4,5,1949,0,TA,TA,0,0,0,Ex,Y,1126,0,0,2,0,2,1,Gd,5,Typ,0,NA,2002,2,520,N,0,96,0,0,0,0,0,5,2009,NA,MnPrv,NA,108000
60,RL,85,10625,Pave,Reg,Lvl,AllPub,Gtl,7,5,2003,292,Gd,TA,866,132,998,Ex,Y,2046,1,0,2,1,3,1,Gd,8,Typ,1,Gd,2003,3,871,Y,320,62,0,0,0,0,0,8,2008,NA,NA,NA,284000
45,RM,58,6380,Pave,Reg,Lvl,AllPub,Gtl,5,6,1922,0,TA,TA,0,993,993,TA,Y,1048,0,0,1,0,2,1,TA,5,Typ,1,Gd,1922,1,280,Y,0,0,116,0,0,0,0,8,2006,NA,NA,NA,113000
20,RL,69,14850,Pave,IR1,Lvl,AllPub,Gtl,5,5,1957,0,TA,TA,895,197,1092,TA,Y,1092,1,0,1,0,2,1,TA,6,Typ,1,TA,1957,1,299,Y,268,0,0,0,122,0,0,5,2006,NA,MnWw,NA,141000
50,C (all),60,11040,Pave,Reg,Low,AllPub,Mod,4,6,1920,0,TA,TA,637,0,637,Gd,Y,1336,0,0,1,1,3,1,TA,7,Typ,0,NA,1994,1,570,Y,0,47,120,0,0,0,0,9,2006,NA,NA,NA,108000
60,RL,57,21872,Pave,IR2,HLS,AllPub,Gtl,7,5,1996,0,TA,TA,604,125,729,Ex,Y,1446,0,1,2,1,3,1,TA,6,Typ,1,TA,1996,2,406,Y,264,22,0,0,0,0,0,8,2008,NA,NA,NA,175000
120,RL,NA,3196,Pave,Reg,Lvl,AllPub,Gtl,7,5,2003,18,Gd,TA,0,1374,1374,Ex,Y,1557,0,0,2,0,2,1,Gd,7,Typ,1,TA,2003,2,420,Y,143,20,0,0,0,0,0,10,2006,NA,NA,NA,234000
20,RL,NA,11341,Pave,IR1,Lvl,AllPub,Gtl,5,6,1957,180,TA,TA,1302,90,1392,TA,Y,1392,1,0,1,1,3,1,TA,5,Mod,1,Gd,1957,2,528,Y,0,0,0,0,95,0,0,5,2010,NA,NA,NA,121500
20,RL,77,10010,Pave,Reg,Lvl,AllPub,Mod,5,5,1974,0,TA,TA,1071,195,1389,Gd,Y,1389,1,0,1,0,2,1,TA,6,Typ,1,TA,1975,2,418,Y,240,38,0,0,0,0,0,4,2006,NA,NA,NA,170000
30,RL,63,13907,Pave,Reg,Lvl,AllPub,Gtl,5,6,1940,0,TA,TA,290,706,996,Ex,Y,996,1,0,1,0,3,1,TA,6,Typ,1,Gd,NA,0,0,Y,144,0,0,0,0,0,0,7,2008,NA,NA,NA,108000
50,RL,66,21780,Pave,Reg,Lvl,AllPub,Gtl,6,7,1918,0,TA,TA,0,1163,1163,Ex,Y,1674,0,0,2,0,4,1,TA,8,Typ,1,Gd,1955,2,396,N,72,36,0,0,144,0,0,7,2008,NA,NA,NA,185000
60,RL,NA,13346,Pave,IR1,Lvl,AllPub,Gtl,7,5,1992,0,Gd,TA,728,367,1095,Ex,Y,2295,1,0,2,1,4,1,Gd,9,Typ,1,TA,1992,2,590,Y,0,40,0,0,0,0,0,7,2006,NA,NA,NA,268000
70,RL,66,6858,Pave,Reg,Bnk,AllPub,Gtl,6,4,1915,0,TA,TA,0,806,806,TA,N,1647,1,0,1,1,4,1,Fa,6,Typ,0,NA,1920,1,216,Y,0,66,136,0,0,0,0,5,2010,NA,NA,NA,128000
60,RL,77,11198,Pave,IR1,Lvl,AllPub,Gtl,9,5,2005,245,Gd,TA,0,1122,1122,Ex,Y,2504,0,0,2,1,4,1,Ex,11,Typ,1,Gd,2005,3,656,Y,144,39,0,0,0,0,0,6,2008,NA,NA,NA,325000
20,RL,70,10171,Pave,IR1,Lvl,AllPub,Gtl,7,5,2004,168,Gd,TA,2,1515,1517,Ex,Y,1535,0,0,2,0,3,1,Gd,7,Typ,0,NA,2004,2,532,Y,0,0,0,0,0,0,0,3,2010,NA,NA,NA,214000
50,RL,79,12327,Pave,IR1,Low,AllPub,Mod,8,8,1983,0,Gd,TA,1441,55,1496,Ex,Y,2132,1,0,1,1,1,1,Gd,5,Min2,1,Gd,1983,2,612,Y,349,40,0,0,0,0,0,9,2009,NA,NA,NA,316600
90,RL,NA,7032,Pave,IR1,Lvl,AllPub,Gtl,5,5,1979,0,TA,TA,943,0,943,TA,Y,943,1,0,1,0,2,1,TA,4,Typ,2,TA,1979,2,600,Y,42,0,0,0,0,0,0,12,2006,NA,NA,NA,135960
90,RL,74,13101,Pave,IR1,Lvl,AllPub,Gtl,5,5,1965,108,TA,TA,231,1497,1728,TA,Y,1728,0,0,2,0,6,2,TA,10,Typ,0,NA,1987,2,576,Y,0,0,0,0,0,0,0,11,2008,NA,NA,NA,142600
20,RL,60,7332,Pave,Reg,Lvl,AllPub,Gtl,6,6,1959,207,TA,TA,414,450,864,Ex,Y,864,1,0,1,0,2,1,Gd,4,Typ,0,NA,1959,1,288,Y,168,0,0,0,0,0,0,10,2006,NA,NA,NA,120000
60,RL,83,13159,Pave,IR1,HLS,AllPub,Gtl,7,5,2009,0,TA,TA,0,846,846,Gd,Y,1692,0,0,2,1,3,1,Gd,6,Typ,0,NA,2009,2,650,Y,208,114,0,0,0,0,0,7,2009,NA,NA,NA,224500
80,RL,76,9967,Pave,IR1,Lvl,AllPub,Gtl,7,5,2000,0,TA,TA,0,384,384,Ex,Y,1430,0,0,2,1,3,1,TA,8,Typ,1,TA,2000,2,400,Y,100,0,0,0,0,0,0,12,2007,NA,NA,NA,170000
80,RL,70,10500,Pave,Reg,Lvl,AllPub,Gtl,5,7,1971,82,TA,TA,349,23,372,TA,Y,1109,0,1,1,0,3,1,TA,5,Typ,0,NA,1971,1,288,Y,35,0,0,0,0,0,0,12,2007,NA,GdWo,NA,139000
50,RL,80,8480,Pave,Reg,Lvl,AllPub,Gtl,5,5,1947,0,TA,TA,442,390,832,TA,Y,1216,0,0,1,0,2,1,TA,6,Typ,0,NA,1947,1,336,Y,158,0,102,0,0,0,0,10,2008,NA,NA,NA,118500
50,RL,52,6292,Pave,Reg,Lvl,AllPub,Gtl,7,7,1928,0,TA,TA,0,861,861,Gd,Y,1477,0,1,2,0,3,1,TA,6,Typ,1,Gd,1928,1,216,Y,0,50,0,0,0,0,0,8,2009,NA,NA,NA,145000
80,RL,96,11777,Pave,IR1,Lvl,AllPub,Gtl,5,6,1966,97,TA,TA,328,285,1164,Ex,Y,1320,1,0,1,0,3,1,TA,6,Typ,2,Fa,1966,2,564,Y,160,68,240,0,0,0,0,5,2006,NA,NA,NA,164500
160,FV,34,3604,Pave,Reg,Lvl,AllPub,Gtl,7,5,2007,0,Gd,TA,0,689,689,Ex,Y,1392,0,0,2,0,2,1,Gd,5,Typ,0,NA,2007,2,540,Y,0,102,0,0,0,0,0,2,2008,NA,NA,NA,146000
50,RM,81,12150,Pave,Reg,Lvl,AllPub,Gtl,5,5,1954,335,TA,TA,0,1050,1050,Ex,N,1795,0,0,2,0,4,1,TA,7,Typ,0,NA,1954,1,352,Y,0,0,0,0,0,0,0,11,2008,NA,NA,NA,131500
20,RL,NA,14585,Pave,IR1,Lvl,AllPub,Gtl,6,6,1960,85,TA,TA,594,331,1144,Ex,Y,1429,0,1,1,0,3,1,Gd,7,Typ,2,Gd,1960,2,572,Y,216,110,0,0,0,0,0,6,2007,NA,NA,NA,181900
20,RL,98,12704,Pave,Reg,Lvl,AllPub,Gtl,8,5,2008,306,Ex,TA,0,2042,2042,Ex,Y,2042,0,0,2,1,3,1,Ex,8,Typ,1,Gd,2009,3,1390,Y,0,90,0,0,0,0,0,8,2009,NA,NA,NA,253293
90,RL,81,11841,Grvl,Reg,Lvl,AllPub,Gtl,6,5,1990,104,TA,Gd,816,0,816,TA,Y,816,1,0,1,0,3,1,TA,5,Typ,0,NA,NA,0,0,Y,0,32,0,0,0,0,0,5,2007,NA,NA,NA,118500
75,RM,75,13500,Pave,Reg,Lvl,AllPub,Gtl,10,9,1893,0,Ex,Ex,0,1237,1237,Gd,Y,2775,0,0,3,1,3,1,Gd,9,Typ,1,Gd,1988,2,880,Y,105,502,0,0,0,0,0,7,2008,NA,NA,NA,325000
50,RM,51,6120,Pave,Reg,Lvl,AllPub,Gtl,4,7,1935,0,TA,TA,0,884,884,Ex,Y,1573,0,0,1,0,3,1,Gd,6,Typ,0,NA,1935,1,240,Y,0,0,54,0,120,0,0,7,2009,NA,NA,NA,133000
20,RL,88,11443,Pave,Reg,Lvl,AllPub,Gtl,8,5,2005,208,Gd,TA,1460,408,1868,Ex,Y,2028,1,0,2,0,2,1,Gd,7,Typ,2,Gd,2005,3,880,Y,326,66,0,0,0,0,0,3,2006,NA,NA,NA,369900
30,RL,55,10267,Pave,Reg,Lvl,AllPub,Gtl,6,7,1918,0,TA,Gd,210,0,816,Ex,Y,838,1,0,1,0,2,1,Fa,5,Typ,0,NA,1961,1,275,N,0,0,112,0,0,0,0,5,2008,NA,MnWw,NA,130000
85,RL,74,8740,Pave,IR1,Lvl,AllPub,Gtl,5,6,1982,0,TA,TA,672,168,840,TA,Y,860,1,0,1,0,2,1,TA,4,Typ,0,NA,1996,2,528,Y,0,0,0,0,0,0,0,7,2009,NA,NA,NA,137000
20,RL,65,25095,Pave,IR1,Low,AllPub,Sev,5,8,1968,0,TA,TA,1324,113,1437,Ex,Y,1473,2,0,1,0,1,1,Ex,5,Typ,2,Gd,1968,1,452,Y,0,48,0,0,60,0,0,6,2009,NA,NA,NA,143000
40,RM,50,9100,Pave,Reg,Lvl,AllPub,Gtl,5,6,1930,0,TA,TA,0,742,742,TA,Y,935,0,0,1,0,2,1,TA,4,Typ,0,NA,1988,1,308,P,0,0,0,0,0,0,600,8,2008,NA,NA,Shed,79500
60,RL,64,8320,Pave,Reg,Lvl,AllPub,Gtl,7,5,2004,0,Gd,TA,490,280,770,Ex,Y,1582,0,0,2,1,3,1,Gd,6,Typ,0,NA,2004,2,520,Y,0,45,0,0,0,0,0,9,2008,NA,NA,NA,185900
60,RL,97,13478,Pave,IR1,Lvl,AllPub,Gtl,10,5,2008,420,Ex,TA,1338,384,1722,Ex,Y,2296,1,0,2,1,3,1,Ex,10,Typ,1,Gd,2008,3,842,Y,382,274,0,0,0,0,0,6,2009,NA,NA,NA,451950
20,RL,60,6600,Pave,Reg,Lvl,AllPub,Gtl,5,8,1982,0,TA,Gd,816,0,816,Ex,Y,816,1,0,1,0,2,1,TA,4,Typ,0,NA,1985,2,816,Y,0,0,0,0,0,0,0,6,2008,NA,NA,NA,138000
120,RM,NA,4435,Pave,Reg,Lvl,AllPub,Gtl,6,5,2003,170,Gd,TA,685,163,848,Ex,Y,848,1,0,1,0,1,1,Gd,4,Typ,0,NA,2003,2,420,Y,140,0,0,0,0,0,0,5,2009,NA,NA,NA,140000
20,RL,88,7990,Pave,IR1,Lvl,AllPub,Gtl,5,6,1975,0,TA,TA,0,924,924,TA,Y,924,0,0,1,0,3,1,TA,5,Typ,0,NA,1981,1,280,Y,0,0,0,0,0,0,0,4,2008,NA,MnPrv,NA,110000
20,RL,69,11302,Pave,IR1,Lvl,AllPub,Gtl,8,5,2005,238,Gd,TA,1422,392,1814,Ex,Y,1826,1,0,2,0,3,1,Gd,7,Typ,1,TA,2005,3,758,Y,180,75,0,0,120,0,0,8,2006,NA,NA,NA,319000
70,RM,60,3600,Pave,Reg,Lvl,AllPub,Gtl,6,7,1910,0,TA,TA,0,684,684,Ex,N,1368,0,0,1,0,3,1,TA,7,Typ,0,NA,1930,1,216,N,0,158,0,0,0,0,0,10,2006,NA,NA,NA,114504
120,RL,53,3922,Pave,Reg,Lvl,AllPub,Gtl,7,5,2006,72,Gd,TA,0,1258,1258,Ex,Y,1402,0,2,0,2,2,1,Gd,7,Typ,1,Gd,2006,3,648,Y,120,16,0,0,0,0,0,2,2007,NA,NA,NA,194201
20,RL,80,12984,Pave,Reg,Bnk,AllPub,Gtl,5,6,1977,459,TA,TA,1283,0,1430,Ex,Y,1647,1,0,2,0,3,1,Gd,7,Typ,1,TA,1977,2,621,Y,0,0,0,0,0,0,0,3,2006,NA,NA,NA,217500
160,RM,24,1950,Pave,Reg,Lvl,AllPub,Gtl,6,6,1980,0,TA,Gd,81,23,716,TA,Y,1556,1,0,2,1,3,1,TA,6,Typ,1,TA,1980,2,452,Y,161,0,0,0,0,0,0,7,2008,NA,GdPrv,NA,151000
60,RL,74,10927,Pave,Reg,Lvl,AllPub,Gtl,8,5,2005,280,Gd,TA,546,512,1058,Ex,Y,1904,1,0,2,1,3,1,Ex,8,Typ,1,Gd,2003,2,736,Y,179,60,0,0,0,0,0,6,2006,NA,NA,NA,275000
50,RM,50,9000,Pave,Reg,Bnk,AllPub,Gtl,6,6,1937,0,TA,Gd,0,780,780,TA,Y,1375,0,0,1,1,3,1,Gd,6,Typ,1,Gd,1979,1,544,P,0,162,0,0,126,0,0,12,2007,NA,NA,NA,141000
60,RL,80,10041,Pave,IR1,Lvl,AllPub,Gtl,8,5,1992,0,Gd,TA,789,119,908,Ex,Y,1915,1,0,2,1,3,1,Gd,8,Typ,1,TA,1992,2,506,Y,120,150,0,0,0,0,0,2,2006,NA,NA,NA,220000
160,FV,30,3182,Pave,Reg,Lvl,AllPub,Gtl,7,5,2004,0,Gd,TA,0,600,600,Ex,Y,1200,0,0,2,1,2,1,Gd,4,Typ,0,NA,2004,2,480,Y,0,172,0,0,0,0,0,6,2010,NA,NA,NA,151000
20,RL,88,12803,Pave,IR1,Lvl,AllPub,Gtl,7,5,2002,99,Gd,TA,922,572,1494,Ex,Y,1494,1,0,2,0,3,1,Gd,6,Typ,1,TA,2002,2,530,Y,192,36,0,0,0,0,0,9,2008,NA,NA,NA,221000
60,RL,85,13600,Pave,Reg,Lvl,AllPub,Gtl,7,6,1965,176,TA,TA,454,314,768,TA,Y,1986,0,0,2,1,3,1,TA,7,Typ,3,Fa,1965,2,486,Y,0,42,0,0,189,0,0,10,2009,NA,NA,NA,205000
20,RL,82,12464,Pave,IR2,Low,AllPub,Mod,5,5,1996,0,TA,Gd,732,308,1040,Gd,Y,1040,1,0,1,0,3,1,Gd,6,Typ,0,NA,2000,2,576,Y,168,0,0,0,0,0,0,11,2009,NA,GdPrv,NA,152000
20,RL,78,7800,Pave,Reg,Bnk,AllPub,Mod,5,8,1948,0,TA,Gd,603,293,896,Ex,Y,2008,1,0,3,0,3,1,Ex,8,Typ,0,NA,1948,1,230,Y,103,0,0,0,0,0,0,8,2006,NA,NA,NA,225000
70,RL,78,12168,Pave,Reg,HLS,AllPub,Mod,8,6,1934,0,TA,TA,428,537,965,TA,Y,3194,0,0,2,1,4,1,TA,10,Typ,2,Gd,1934,2,380,Y,0,0,0,0,0,0,0,9,2007,NA,NA,NA,359100
20,RL,61,7943,Pave,Reg,Lvl,AllPub,Gtl,4,5,1961,192,TA,Fa,903,126,1029,Gd,Y,1029,1,0,1,0,3,1,TA,5,Typ,0,NA,1961,1,261,Y,64,0,39,0,0,0,0,4,2007,NA,NA,NA,118500
60,RL,NA,11050,Pave,Reg,Lvl,AllPub,Gtl,9,5,2000,204,Gd,TA,904,536,1440,Ex,Y,2153,1,0,2,1,3,1,Ex,8,Typ,2,Ex,2000,3,736,Y,253,142,0,0,0,0,0,5,2009,NA,NA,NA,313000
80,RL,NA,10395,Pave,IR1,Lvl,AllPub,Gtl,6,6,1978,233,TA,TA,605,427,1032,TA,Y,1032,0,1,2,0,3,1,TA,6,Typ,1,TA,1978,2,564,Y,0,0,0,0,0,0,500,7,2007,NA,MnPrv,Shed,148000
60,RL,NA,11885,Pave,Reg,Lvl,AllPub,Gtl,8,5,2001,108,Gd,TA,990,309,1299,Ex,Y,1872,1,0,2,1,3,1,Ex,7,Typ,1,TA,2001,2,531,Y,160,122,0,0,0,0,0,11,2009,NA,NA,NA,261500
20,RL,70,8402,Pave,Reg,Lvl,AllPub,Gtl,5,5,2007,0,TA,TA,206,914,1120,Ex,Y,1120,0,0,1,0,3,1,TA,6,Typ,0,NA,NA,0,0,Y,0,30,0,0,0,0,0,12,2007,NA,NA,NA,147000
180,RM,21,1491,Pave,Reg,Lvl,AllPub,Gtl,4,6,1972,0,TA,TA,150,0,630,Ex,Y,630,1,0,1,0,1,1,TA,3,Typ,0,NA,NA,0,0,Y,96,24,0,0,0,0,0,5,2010,NA,NA,NA,75500
85,RL,80,8800,Pave,Reg,Lvl,AllPub,Gtl,6,7,1963,156,TA,Gd,763,173,936,Ex,Y,1054,1,0,1,0,3,1,Gd,6,Typ,0,NA,1963,2,480,Y,120,0,0,0,0,0,0,5,2010,NA,MnPrv,NA,137500
60,RL,NA,7861,Pave,IR1,Lvl,AllPub,Gtl,6,5,2002,0,Gd,TA,457,326,783,Ex,Y,1509,1,0,2,1,3,1,Gd,7,Typ,1,Gd,2002,2,393,Y,100,75,0,0,0,0,0,6,2006,NA,NA,NA,183200
